web-scraper-order,web-scraper-start-url,details,number_of_bedrooms,address,price,image_link-src
"1732707827-78","https://www.expat-dakar.com/appartements-meubles?page=72","Appartement meublé à louer aux Almadies","3 chambre","Almadies,
                                                                                Dakar","2 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/b703319e99634e4da0dd92055c1661e4/-/horizon-files-prod/ed/picture/qq42d8nz/3680fa892fc8337d615c53e74292a41901c878e3.jpg"
"1732707827-79","https://www.expat-dakar.com/appartements-meubles?page=72","Mini studio meublé à la médina","1 chambre","Médina,
                                                                                Dakar","17 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d99774d616bd072fb6f67e895c75dfc8/-/horizon-files-prod/ed/picture/q2jqqzvg/8bea02570335029777d7a62cdc552d72be2f1d59.jpg"
"1732707827-80","https://www.expat-dakar.com/appartements-meubles?page=72","Joli Appartement f3 meublé à louer aux almadies","2 chambre","Almadies,
                                                                                Dakar","850 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/36196f7f4af7502fda365360075bbac1/-/horizon-files-prod/ed/picture/qkr855rz/13694b61b8db3a79623d9e427e0e29c4b20d5e95.jpg"
"1732707827-81","https://www.expat-dakar.com/appartements-meubles?page=72","Appartement meublé à louer - Jardin des Almadies","3 chambre","Almadies,
                                                                                Dakar","2 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/73d2327788f7c769682e7340b10f3c27/-/horizon-files-prod/ed/picture/qenv5n2x/92092612a3559a24eaf3bdcc2bc01896e68f81d1.jpg"
"1732707829-82","https://www.expat-dakar.com/appartements-meubles?page=71","STUDIO MEUBLÉ POINT E (Amitié)","1 chambre","Amitié,
                                                                                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/0aa77ddcd7da5b5aea5f9a2393ffe691/-/horizon-files-prod/ed/picture/q2j0k88j/8cd7799ad754ddb4bf12611b15e56c83bcd3aebd.jpg"
"1732707829-83","https://www.expat-dakar.com/appartements-meubles?page=71","Très Luxueux studio meublé au Mamelle","1 chambre","Mamelles,
                                                                                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/67ebef8a445d612d09d851ad5fb91d20/-/horizon-files-prod/ed/picture/qde77rj0/7de8840485f20a93ccaa3724793b334b3289d197.jpg"
"1732707829-84","https://www.expat-dakar.com/appartements-meubles?page=71","","","","",""
"1732707829-85","https://www.expat-dakar.com/appartements-meubles?page=71","Studio meublé à Liberté 5","1 chambre","Sicap Liberté,
                                                                                Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/89750938088c7ec4bbcffb78185da876/-/horizon-files-prod/ed/picture/q8vzmnx9/e1c9a0e4b172e5d6feb0ccb04c5dfdedbca0b0f1.jpg"
"1732707829-86","https://www.expat-dakar.com/appartements-meubles?page=71","Villa meublée haut standing à louer à  Diamniadio","300 m²","Diamniadio,
                                                                                Dakar","1 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/f4dbff43a20a9f7ed386a52e18928ac7/-/horizon-files-prod/ed/picture/qq427jpn/92fd8cac7dd211b723f5dc4e883c155dddfeb16f.jpg"
"1732707829-87","https://www.expat-dakar.com/appartements-meubles?page=71","Mini Appartement 2 chambres salon au virage avec vu sur mer","2 chambre","Almadies,
                                                                                Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/c59db5cbf39c2f5b00874fc8bbe6690f/-/horizon-files-prod/ed/picture/qj4rwv86/d9bbc0934fb85e5c113b001ce37f240bb5c25cd1.jpg"
"1732707829-88","https://www.expat-dakar.com/appartements-meubles?page=71","Mini studio meublé ouest foire à partir de 2jrs","1 chambre","Yoff,
                                                                                Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a0b0f1737b3a80179f44aaa7217156bf/-/horizon-files-prod/ed/picture/qwe2p6gp/7317212933cddb94f3772faeac7de6f0b8cbb66a.jpg"
"1732707829-89","https://www.expat-dakar.com/appartements-meubles?page=71","Paradis appartement","2 chambre","Almadies,
                                                                                Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/ef70c61a8be01aa5179ecf27cf5ac956/-/horizon-files-prod/ed/picture/q0g7w74w/024af0d574d44401c027ddf3bfa5d2618e6c46b4.jpg"
"1732707829-90","https://www.expat-dakar.com/appartements-meubles?page=71","STUDIO MEUBLÉ AU POINT E","1 chambre","Point-e,
                                                                                Dakar","600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/f0db4f175dda923233d231c43af2a3ac/-/horizon-files-prod/ed/picture/q6xdkvgz/cd7c38a6d7ff8f8d6aebaf0b9818b169ca594d3b.jpg"
"1732707829-91","https://www.expat-dakar.com/appartements-meubles?page=71","Appartement meublé à louer au virage","2 chambre","Virage,
                                                                                Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/2f2708a27252409e9fe0ef378de9b9bc/-/horizon-files-prod/ed/picture/q8v5qg40/56928e5ea7e6a7595019941650d25d97d4d192ba.jpg"
"1732707829-92","https://www.expat-dakar.com/appartements-meubles?page=71","Magnifique appartement","3 chambre","Almadies,
                                                                                Dakar","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d1360e389f44932b8c50eca37d6f473a/-/horizon-files-prod/ed/picture/qrz8v892/f6f98757383ac4e6be2e2e62a26ce4cfe6fc83f0.jpg"
"1732707829-93","https://www.expat-dakar.com/appartements-meubles?page=71","Appartement meublé climatisé Fadia","3 chambre","Parcelles Assainies,
                                                                                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/5ea295c489a644fa0a19fbc353fdcb3f/-/horizon-files-prod/ed/picture/q9m0eg4n/d3f58cd75926503d79e84264221fccf4bd4deee3.jpg"
"1732707832-94","https://www.expat-dakar.com/appartements-meubles?page=70","Appartement F4 meublé et entièrement équipé aux Mamelles","3 chambre","Mamelles,
                                                                                Dakar","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/00df7307ce9744a42f3d65cb8ba07692/-/horizon-files-prod/ed/picture/qxj6g6kj/2fc3a01227a04bd145e1d75fb3b6eef3f08c3977.jpg"
"1732707832-95","https://www.expat-dakar.com/appartements-meubles?page=70","STUDIO MEUBLÉ À LOUER POINT E","1 chambre","Point-e,
                                                                                Dakar","55 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/eac931f5af738edcb467b3a3f60ad54e/-/horizon-files-prod/ed/picture/q4x9kd4/86e15c98a7e37165a527a3bfca8529ef00b6412a.jpg"
"1732707832-96","https://www.expat-dakar.com/appartements-meubles?page=70","","","","",""
"1732707832-97","https://www.expat-dakar.com/appartements-meubles?page=70","Studio meublé et climatisé","1 chambre","Ouest foire,
                                                                                Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/0b5e938fdb28871361475e0962974a4d/-eyJvciI6MjcwfQ%3D%3D/horizon-files-prod/ed/picture/q56dd9kn/b7ddb023a9f4c4f1adf310ee25d154d6ce3c6e76.jpg"
"1732707832-98","https://www.expat-dakar.com/appartements-meubles?page=70","Appartement neuf, cosy et chaleureux","1 chambre","Mamelles,
                                                                                Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/bd6dda0b4b5e4003d2bb25ff94e6c3f3/-/horizon-files-prod/ed/picture/q56ddpxr/d4f3df34a1efd591a658d7fffe40774bae81f87f.jpg"
"1732707832-99","https://www.expat-dakar.com/appartements-meubles?page=70","Appartement meublé avec piscine jardin Virage","3 chambre","Virage,
                                                                                Dakar","59 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/66dcfeac96942538d696aec03c9304d9/-/horizon-files-prod/ed/picture/qde77kd2/d2c4e3e33b97bb3285053d403f1df2731127b7cd.jpg"
"1732707832-100","https://www.expat-dakar.com/appartements-meubles?page=70","Résidence Vauvert Saint-Louis","17 chambre","Saint-Louis,
                                                                                Saint-Louis","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/216ef917391e41f7b45ddca944c3ccf5/-/horizon-files-prod/ed/picture/qxv6v08/611239a5004c2805a3d911feccb27877fb4b33de.jpg"
"1732707832-101","https://www.expat-dakar.com/appartements-meubles?page=70","Appartement deux chambres climatisées à Saint-Louis","2 chambre","Saint-Louis,
                                                                                Saint-Louis","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/f495851421a05060b944cbc393c37903/-/horizon-files-prod/ed/picture/q7n2q78/21f77c1876d6d4d6eff078a615924dcb07905ae4.jpg"
"1732707832-102","https://www.expat-dakar.com/appartements-meubles?page=70","Chambres Meublées à Saint-Louis","15 chambre","Saint-Louis,
                                                                                Saint-Louis","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/0bda1a9ce5e53af892b4c8aa4197e735/-/horizon-files-prod/ed/picture/migrated/q40mdv8/00a5db66459c1c025107b64b7eb0d9c64e717ea1.jpg"
"1732707832-103","https://www.expat-dakar.com/appartements-meubles?page=70","Appartement deux chambres salon à Saint-Louis","2 chambre","Saint-Louis,
                                                                                Saint-Louis","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/302a0c62607b8502f17cc9372abfa02a/-/horizon-files-prod/ed/picture/q6x66ep4/75abb44d46e45efe9ef41e451c8cc36c9c39f3f2.jpg"
"1732707832-104","https://www.expat-dakar.com/appartements-meubles?page=70","Chambre meublée et climatisée","1 chambre","Ouest foire,
                                                                                Dakar","10 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a14a2dd4155be8a4245db1b8b1e72585/-/horizon-files-prod/ed/picture/q78ww7rn/901548ff4cb05cd6433f0448953933bf85fd3bfd.jpg"
"1732707832-105","https://www.expat-dakar.com/appartements-meubles?page=70","F3 MEUBLÉ A LOUER AUX ALMADIES (IMMEUBLE JDA)","150 m²","Almadies,
                                                                                Dakar","1 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/17ef248965055d5995d78220cd9d22a8/-/horizon-files-prod/ed/picture/q0gpme8g/546a45e5747df922afa96abaa89d4b192efd2ed9.jpg"
"1732707834-106","https://www.expat-dakar.com/appartements-meubles?page=69","STUDIO MEUBLÉ POINT E (Amitié)","1 chambre","Amitié,
                                                                                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/0aa77ddcd7da5b5aea5f9a2393ffe691/-/horizon-files-prod/ed/picture/q2j0k88j/8cd7799ad754ddb4bf12611b15e56c83bcd3aebd.jpg"
"1732707834-107","https://www.expat-dakar.com/appartements-meubles?page=69","Studio meublé cité alioune sow golf","","Golf,
                                                                                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/89ccb9066656c15fc0f9702d0594e9ff/-/horizon-files-prod/ed/picture/q44nn4q4/2ee7d6b155ea23eb1337b91e0b5e480e5cc0b985.jpg"
"1732707834-108","https://www.expat-dakar.com/appartements-meubles?page=69","","","","",""
"1732707834-109","https://www.expat-dakar.com/appartements-meubles?page=69","Appartement Meublé et Moderne à la Cité Keur Gorgui","3 chambre","Cité keur gorgui,
                                                                                Dakar","75 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/2440541efc37c99fbf51b916398db5bf/-/horizon-files-prod/ed/picture/q44n5d72/79342a87311c51e630fbdd5ffc38568314df62c8.jpg"
"1732707834-110","https://www.expat-dakar.com/appartements-meubles?page=69","Appartement Meublé","2 chambre","Rufisque,
                                                                                Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/b76ef49a2267248b5edc4c7ff6a25c61/-/horizon-files-prod/ed/picture/qpk2ezr/e45ad0270099513fe483716df2f14c60025b279e.jpg"
"1732707834-111","https://www.expat-dakar.com/appartements-meubles?page=69","Studio Meublé sur la vdn","1 chambre","VDN,
                                                                                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/f95f8d1cf7e88b533563b90b47f4da1a/-/horizon-files-prod/ed/picture/qvqv425/ef32ca951277c2b90a1b532798b99f04cfd4a262.jpg"
"1732707834-112","https://www.expat-dakar.com/appartements-meubles?page=69","Location studio Meublé Haut Standing à Sacré Coeur 2","1 chambre","Sacré-cœur,
                                                                                Dakar","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/0a238eac36683655b68250ae007e4325/-/horizon-files-prod/ed/picture/q6xdd974/fa973ecaa25413891e56cd1d82e1094e5d53fe65.jpg"
"1732707834-113","https://www.expat-dakar.com/appartements-meubles?page=69","Appartement meublé de 02 chambres à louer Plateau","2 chambre","Plateau,
                                                                                Dakar","1 550 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/11db4576df5de4e5e743adf9183a2cd5/-/horizon-files-prod/ed/picture/q8v44xj0/d63e7bdc56075fc7ef69f671c455b01fa31c9557.jpg"
"1732707834-114","https://www.expat-dakar.com/appartements-meubles?page=69","STUDIO MEUBLÉ À LOUER OUAKAM","1 chambre","Ouakam,
                                                                                Dakar","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d22e83b1146d969f54d02d0b5c089797/-/horizon-files-prod/ed/picture/qpx7kg4/6320afb313f0ac0768f1f481ac3fe0681f433225.jpg"
"1732707834-115","https://www.expat-dakar.com/appartements-meubles?page=69","Appartement Meublé à louer à Ouest Foire","","Ouest foire,
                                                                                Dakar","60 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/274b7f003f289b68cf8d0a4901fdb79e/-/horizon-files-prod/ed/picture/q2j00dg2/a04661cd2b5140014460de0beb1ba6619fab5a40.jpg"
"1732707834-116","https://www.expat-dakar.com/appartements-meubles?page=69","Joli Appartement meublé à louer Almadies - Ngor","3 chambre","Almadies,
                                                                                Dakar","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/b4728a4824e4bdecc548907a271e612d/-/horizon-files-prod/ed/picture/qdek6xp8/a5ad84e048cf32e87f71d64c7b04277bee24f5c6.jpg"
"1732707834-117","https://www.expat-dakar.com/appartements-meubles?page=69","Dakar fann résidence waterfront à louer.","2 chambre","Plateau,
                                                                                Dakar","2 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a03e3af5f56401eb71323d78d78d40bb/-/horizon-files-prod/ed/picture/qj4qq2w5/da482a35b74964434987ba6975f4f6b8d03f7116.jpg"
